name,id,nametype,recclass,mass (g),fall,year,reclat,reclong
Elephant Moraine 90779,9188,Valid,L6,14.8,Found,1990,-76.28815,156.46854
Elephant Moraine 90886,9295,Valid,L6,14.8,Found,1990,-76.28555,156.47914
Elephant Moraine 90897,9306,Valid,L6,14.8,Found,1990,-76.28458,156.5046
Elephant Moraine 90676,9085,Valid,L6,14.7,Found,1990,-76.26769,156.44561
Elephant Moraine 90750,9159,Valid,L6,14.7,Found,1990,-76.28466,156.45988
Elephant Moraine 90767,9176,Valid,L6,14.7,Found,1990,-76.28754,156.46724
Elephant Moraine 90802,9211,Valid,L6,14.7,Found,1990,-76.28402,156.43617
Frontier Mountain 90042,10440,Valid,LL4,14.7,Found,1990,-72.9539,160.50631
Elephant Moraine 90127,8536,Valid,L6,14.6,Found,1990,-76.2786,156.42335
Elephant Moraine 90525,8934,Valid,L4,14.6,Found,1990,-76.28715,156.43055
Elephant Moraine 90806,9215,Valid,L6,14.6,Found,1990,-76.28241,156.46228
Elephant Moraine 90294,8703,Valid,L6,14.5,Found,1990,-76.28101,156.43283
Elephant Moraine 90382,8791,Valid,L6,14.5,Found,1990,-76.26709,156.43807
Elephant Moraine 90415,8824,Valid,L6,14.5,Found,1990,-76.26994,156.42705
Elephant Moraine 90426,8835,Valid,L6,14.4,Found,1990,-76.27082,156.41839
Elephant Moraine 90601,9010,Valid,H6,14.4,Found,1990,-76.27166,156.42068
Elephant Moraine 90791,9200,Valid,L6,14.4,Found,1990,-76.28409,156.46138
Frontier Mountain 90168,10560,Valid,Ureilite,14.26,Found,1990,-72.95489,160.44622
Elephant Moraine 90042,8452,Valid,CK5,14.2,Found,1990,-76.27972,156.47219
Elephant Moraine 90336,8745,Valid,L6,14.1,Found,1990,-76.27978,156.47777
Elephant Moraine 90622,9031,Valid,L6,14.1,Found,1990,-76.27293,156.42199
Elephant Moraine 90899,9308,Valid,L6,14.1,Found,1990,-76.28791,156.49406
Elephant Moraine 90139,8548,Valid,L6,13.9,Found,1990,-76.28082,156.4687
Elephant Moraine 90896,9305,Valid,H5,13.9,Found,1990,-76.2806,156.49971
Elephant Moraine 90287,8696,Valid,L6,13.8,Found,1990,-76.28054,156.46843
Elephant Moraine 90708,9117,Valid,L6,13.8,Found,1990,-76.27974,156.41659
Elephant Moraine 90855,9264,Valid,L6,13.8,Found,1990,-76.28631,156.4723
Elephant Moraine 90980,9389,Valid,L6,13.8,Found,1990,-76.2713,156.43391
Frontier Mountain 90149,10541,Valid,H4,13.8,Found,1990,-72.95341,160.52175
Elephant Moraine 90319,8728,Valid,L6,13.7,Found,1990,-76.26689,156.46064
Elephant Moraine 90435,8844,Valid,L6,13.7,Found,1990,-76.27361,156.42378
Elephant Moraine 90934,9343,Valid,L6,13.7,Found,1990,-76.26955,156.43758
Elephant Moraine 90692,9101,Valid,L6,13.6,Found,1990,-76.26696,156.4529
Elephant Moraine 90734,9143,Valid,L6,13.6,Found,1990,-76.27068,156.447
Elephant Moraine 90754,9163,Valid,L6,13.6,Found,1990,-76.2805,156.44409
Frontier Mountain 90127,10520,Valid,H3,13.55,Found,1990,-72.96222,160.48444
Elephant Moraine 90250,8659,Valid,L6,13.5,Found,1990,-76.266,156.40329
Elephant Moraine 90277,8686,Valid,L6,13.5,Found,1990,-76.2798,156.47717
Elephant Moraine 90726,9135,Valid,L6,13.5,Found,1990,-76.26947,156.44717
Elephant Moraine 90293,8702,Valid,L6,13.4,Found,1990,-76.28773,156.42167
Elephant Moraine 90401,8810,Valid,L6,13.4,Found,1990,-76.27246,156.42678
Elephant Moraine 90647,9056,Valid,L6,13.4,Found,1990,-76.26708,156.43695
Frontier Mountain 90171,10562,Valid,H5,13.4,Found,1990,-72.95489,160.44316
Elephant Moraine 90777,9186,Valid,L6,13.3,Found,1990,-76.28144,156.46482
Elephant Moraine 90866,9275,Valid,L6,13.3,Found,1990,-76.27915,156.49366
Frontier Mountain 90228,10617,Valid,Ureilite,13.26,Found,1990,-72.95,160.43333
Elephant Moraine 90818,9227,Valid,L6,13.2,Found,1990,-76.28187,156.45518
Elephant Moraine 90902,9311,Valid,L6,13.2,Found,1990,-76.27998,156.48021
Elephant Moraine 90040,8450,Valid,CK5,13.1,Found,1990,-76.27377,156.48818
Elephant Moraine 90427,8836,Valid,L6,13.1,Found,1990,-76.26735,156.43449
Elephant Moraine 90794,9203,Valid,L6,13.1,Found,1990,-76.2823,156.46199
Elephant Moraine 90891,9300,Valid,L6,13.1,Found,1990,-76.28497,156.49383
Elephant Moraine 90961,9370,Valid,L6,13.1,Found,1990,-76.27207,156.43683
Frontier Mountain 90037,10435,Valid,H5,13.1,Found,1990,-72.9544,160.49912
Elephant Moraine 90122,8531,Valid,L6,13,Found,1990,-76.26678,156.45993
Elephant Moraine 90962,9371,Valid,L6,12.9,Found,1990,-76.27247,156.43459
Elephant Moraine 90100,8509,Valid,L5,12.8,Found,1990,-76.27923,156.48156
Elephant Moraine 90101,8510,Valid,L6,12.8,Found,1990,-76.28113,156.47062
Elephant Moraine 90254,8663,Valid,L6,12.8,Found,1990,-76.27802,156.52986
Elephant Moraine 90526,8935,Valid,L6,12.7,Found,1990,-76.28334,156.47015
Frontier Mountain 90174,10565,Valid,H5,12.65,Found,1990,-72.95488,160.47328
Elephant Moraine 90735,9144,Valid,L6,12.6,Found,1990,-76.27306,156.44351
Elephant Moraine 90741,9150,Valid,L6,12.6,Found,1990,-76.26703,156.44833
Frontier Mountain 90204,10594,Valid,H6,12.55,Found,1990,-72.95488,160.47328
Elephant Moraine 90043,8453,Valid,CO3,12.5,Found,1990,-76.2683,156.42732
Elephant Moraine 90769,9178,Valid,L6,12.5,Found,1990,-76.28336,156.45035
Frontier Mountain 90182,10572,Valid,H4-6,12.45,Found,1990,-72.99083,160.40833
Elephant Moraine 90048,8458,Valid,CK5,12.4,Found,1990,-76.28612,156.46319
Elephant Moraine 90295,8704,Valid,L6,12.4,Found,1990,-76.28202,156.43584
Elephant Moraine 90551,8960,Valid,L6,12.4,Found,1990,-76.28734,156.46805
Elephant Moraine 90141,8550,Valid,L6,12.3,Found,1990,-76.27668,156.446
Elephant Moraine 90546,8955,Valid,L6,12.3,Found,1990,-76.28647,156.46693
Elephant Moraine 90728,9137,Valid,L6,12.3,Found,1990,-76.26703,156.44729
Elephant Moraine 90252,8661,Valid,L6,12.2,Found,1990,-76.28629,156.44165
Elephant Moraine 90761,9170,Valid,L6,12.2,Found,1990,-76.28322,156.45294
Elephant Moraine 90747,9156,Valid,L6,12.1,Found,1990,-76.28663,156.44656
Elephant Moraine 90383,8792,Valid,L6,12,Found,1990,-76.28283,156.45919
Elephant Moraine 90096,8505,Valid,L6,11.9,Found,1990,-76.27595,156.46986
Elephant Moraine 90805,9214,Valid,L6,11.9,Found,1990,-76.28725,156.43734
Elephant Moraine 90327,8736,Valid,L6,11.8,Found,1990,-76.26849,156.4553
Elephant Moraine 90413,8822,Valid,L6,11.8,Found,1990,-76.26699,156.42982
Elephant Moraine 90608,9017,Valid,L6,11.8,Found,1990,-76.26712,156.43822
Elephant Moraine 90664,9073,Valid,L6,11.8,Found,1990,-76.26704,156.43891
Elephant Moraine 90756,9165,Valid,L6,11.8,Found,1990,-76.28217,156.46237
Elephant Moraine 90786,9195,Valid,L6,11.8,Found,1990,-76.29205,156.44469
Frontier Mountain 90025,10423,Valid,H6,11.8,Found,1990,-72.95404,160.50371
Elephant Moraine 90099,8508,Valid,L6,11.7,Found,1990,-76.26787,156.44878
Elephant Moraine 90514,8923,Valid,L6,11.7,Found,1990,-76.28738,156.44274
Elephant Moraine 90404,8813,Valid,L6,11.6,Found,1990,-76.27089,156.43356
Elephant Moraine 90661,9070,Valid,L6,11.6,Found,1990,-76.27584,156.42787
Elephant Moraine 90686,9095,Valid,L6,11.6,Found,1990,-76.26955,156.447
Elephant Moraine 90740,9149,Valid,L6,11.6,Found,1990,-76.27049,156.44691
Elephant Moraine 90963,9372,Valid,L6,11.6,Found,1990,-76.26762,156.44101
Elephant Moraine 90044,8454,Valid,CK5,11.5,Found,1990,-76.27068,156.43656
Elephant Moraine 90212,8621,Valid,H5,11.5,Found,1990,-76.26861,156.49583
Frontier Mountain 90201,10591,Valid,H5-6,11.5,Found,1990,-72.95363,160.44282
Frontier Mountain 90203,10593,Valid,H6,11.31,Found,1990,-72.95573,160.54408
Elephant Moraine 90975,9384,Valid,L6,11.3,Found,1990,-76.27045,156.43824
Elephant Moraine 90306,8715,Valid,L6,11.2,Found,1990,-76.28115,156.47164
Elephant Moraine 90280,8689,Valid,L6,11.1,Found,1990,-76.26737,156.45676
Elephant Moraine 90291,8700,Valid,L6,11.1,Found,1990,-76.27142,156.45602
Elephant Moraine 90580,8989,Valid,L6,11.1,Found,1990,-76.28581,156.43861
Elephant Moraine 90191,8600,Valid,L6,11,Found,1990,-76.27628,156.49863
Elephant Moraine 90240,8649,Valid,L6,11,Found,1990,-76.26634,156.4035
Elephant Moraine 90257,8666,Valid,L6,11,Found,1990,-76.2762,156.35939
Elephant Moraine 90296,8705,Valid,L6,11,Found,1990,-76.28053,156.45261
Elephant Moraine 90533,8942,Valid,L6,11,Found,1990,-76.28234,156.44695
Elephant Moraine 90816,9225,Valid,L6,11,Found,1990,-76.288,156.44045
Elephant Moraine 90937,9346,Valid,L6,11,Found,1990,-76.27538,156.42935
Frontier Mountain 90211,10601,Valid,H5,10.92,Found,1990,-72.95583,160.54028
Elephant Moraine 90318,8727,Valid,L6,10.9,Found,1990,-76.28094,156.43262
Elephant Moraine 90393,8802,Valid,L6,10.9,Found,1990,-76.26633,156.41006
Elephant Moraine 90400,8809,Valid,L6,10.9,Found,1990,-76.27055,156.42508
Elephant Moraine 90693,9102,Valid,L6,10.9,Found,1990,-76.28982,156.41449
Frontier Mountain 90104,10500,Valid,H6,10.9,Found,1990,-72.95404,160.50188
Frontier Mountain 90167,10559,Valid,H4,10.84,Found,1990,-72.95489,160.44469
Elephant Moraine 90201,8610,Valid,L6,10.8,Found,1990,-76.2735,156.50787
Elephant Moraine 90437,8846,Valid,L6,10.8,Found,1990,-76.269,156.43262
Elephant Moraine 90878,9287,Valid,L6,10.8,Found,1990,-76.28009,156.47999
Frontier Mountain 90022,10420,Valid,H4,10.8,Found,1990,-72.95488,160.47328
Elephant Moraine 90052,8462,Valid,CK5,10.7,Found,1990,-76.27941,156.42732
Elephant Moraine 90863,9272,Valid,L6,10.7,Found,1990,-76.26919,156.51864
Elephant Moraine 90687,9096,Valid,L6,10.6,Found,1990,-76.26742,156.44963
Elephant Moraine 90706,9115,Valid,L6,10.6,Found,1990,-76.27085,156.44827
Elephant Moraine 90258,8667,Valid,H6,10.5,Found,1990,-76.28716,156.44689
Elephant Moraine 90939,9348,Valid,L6,10.5,Found,1990,-76.27182,156.43385
Frontier Mountain 90076,10473,Valid,H4/5,10.5,Found,1990,-72.95607,160.45233
Elephant Moraine 90857,9266,Valid,L6,10.3,Found,1990,-76.28258,156.48919
Frontier Mountain 90107,10503,Valid,H5,10.3,Found,1990,-72.95488,160.47328
Elephant Moraine 90666,9075,Valid,H6,10.2,Found,1990,-76.26748,156.43043
Elephant Moraine 90710,9119,Valid,L6,10.2,Found,1990,-76.26861,156.45217
Elephant Moraine 90711,9120,Valid,L6,10.2,Found,1990,-76.29072,156.37696
Elephant Moraine 90800,9209,Valid,L6,10.2,Found,1990,-76.28425,156.43685
Frontier Mountain 90044,10442,Valid,L5,10.2,Found,1990,-72.95806,160.48796
Frontier Mountain 90148,10540,Valid,H5,10.2,Found,1990,-72.95359,160.50952
Elephant Moraine 90061,8471,Valid,L6,10.1,Found,1990,-76.26754,156.45027
Elephant Moraine 90578,8987,Valid,L6,10.1,Found,1990,-76.27264,156.43444
Elephant Moraine 90904,9313,Valid,L6,10.1,Found,1990,-76.28729,156.47585
Elephant Moraine 90010,8420,Valid,CK5,10,Found,1990,-76.28287,156.43993
Elephant Moraine 90325,8734,Valid,L6,10,Found,1990,-76.28859,156.41788
Elephant Moraine 90749,9158,Valid,L6,10,Found,1990,-76.28257,156.46062
Elephant Moraine 90775,9184,Valid,L6,10,Found,1990,-76.28897,156.46496
Longtian,14696,Valid,"Iron, IIIAB",350000,Found,1991,27.35,108.5
Mount Tazerzait,16804,Valid,L5,110000,Fell,1991,18.7,4.8
Vyatka,24193,Valid,H4,45000,Found,1991,57.53333,49
Vermillion,24167,Valid,"Pallasite, ungrouped",34360,Found,1991,39.73633,-96.36133
Sinawan 001,23607,Valid,L6,28600,Found,1991,31,11.66667
Campos Sales,5249,Valid,L5,23680,Fell,1991,-7.03333,-40.16667
Maltahí_he,15399,Valid,"Iron, IAB-sLM",22270,Found,1991,-24.91667,16.98333
Pecora Escarpment 91009,18300,Valid,L6,18000,Found,1991,-85.6882,-68.33784
Patuxent Range 91500,18119,Valid,L5,16540.6,Found,1991,-85.07424,-64.46576
Cole Creek,5400,Valid,H5,16300,Found,1991,41.35,-99.11667
Tanezrouft 028,23829,Valid,H3,15000,Found,1991,25.25306,0.14028
El Atchane 003,7780,Valid,L6,9000,Found,1991,29.75944,4.20861
Seibert (b),23480,Valid,L6,8600,Found,1991,39.27667,-102.88667
Patuxent Range 91501,18120,Valid,L7,8550.6,Found,1991,-84.71667,-64.5
Pecora Escarpment 91011,18302,Valid,L5,7272.6,Found,1991,-85.67367,-69.02959
Hidden Valley,11882,Valid,"Iron, IIIAB",7000,Found,1991,-19.11667,145.41667
Hub,11921,Valid,L5,6452,Found,1991,34.54,-102.59433
Pecora Escarpment 91012,18303,Valid,L5,6091.8,Found,1991,-85.66741,-69.00537
Pecora Escarpment 91014,18305,Valid,L5,5768,Found,1991,-85.67252,-68.97649
Tanezrouft 034,23835,Valid,H5,4720,Found,1991,25.43472,-0.09028
Hughes 013,11937,Valid,H5,4000,Found,1991,-30.66167,129.11667
Pecora Escarpment 91015,18306,Valid,L5,3965.9,Found,1991,-85.67455,-69.00718
Pecora Escarpment 91010,18301,Valid,L6,3900.6,Found,1991,-85.68838,-68.34058
Pecora Escarpment 91013,18304,Valid,L5,3413.1,Found,1991,-85.67292,-68.98064
Pecora Escarpment 91016,18307,Valid,L6,3366.7,Found,1991,-85.68834,-68.33712
Tanezrouft 011,23812,Valid,L/LL5-6,3287,Found,1991,25.53389,0.36306
Tanezrouft 032,23833,Valid,H5,3150,Found,1991,25.37056,-0.0225
Acfer 219,227,Valid,H6,2611,Found,1991,27.52139,3.79139
Tanezrouft 010,23811,Valid,L/LL3,2500,Found,1991,26.07306,0.36833
Taouz 001,23874,Valid,L6,2430,Found,1991,30.9,-4.23833
Acfer 228,236,Valid,L5,2285,Found,1991,27.57389,4.11972
Acfer 273,281,Valid,H5/6,2110,Found,1991,27.62194,4.45556
Acfer 244,252,Valid,H6,2045,Found,1991,27.52472,3.80972
Choolkooning 001,5360,Valid,L6,2000,Found,1991,-29.91667,129.83333
Pecora Escarpment 91020,18311,Valid,EL3,1748.6,Found,1991,-85.53899,-70.71877
Tanezrouft 013,23814,Valid,L6,1480,Found,1991,25.47556,0.70833
Pecora Escarpment 91017,18308,Valid,L6,1420.5,Found,1991,-85.68836,-68.34063
O'Malley 001,18017,Valid,H6,1403,Found,1991,-30.75,131.16667
Pecora Escarpment 91023,18314,Valid,LL6,1402.3,Found,1991,-85.68155,-68.4221
Acfer 223,231,Valid,L/LL6,1398,Found,1991,27.54194,3.82778
El Atchane 008,7785,Valid,H4,1397,Found,1991,30.06222,4.55722
Acfer 212,220,Valid,H5,1340,Found,1991,27.61278,3.71361
Acfer 200,208,Valid,H3-6,1301,Found,1991,27.50194,3.92111
Acfer 206,214,Valid,H5,1229,Found,1991,27.69083,4.37861
Muckera 005,16825,Valid,L6,1200,Found,1991,-30.3695,130.05533
Wisconsin Range 91623,24313,Valid,L6,1180.5,Found,1991,-86.53725,-123.12291
Pecora Escarpment 91019,18310,Valid,L5,1172.5,Found,1991,-85.66871,-69.05194
Wisconsin Range 91603,24293,Valid,L4,1092.4,Found,1991,-86.52673,-123.68588
Thiel Mountains 91701,23929,Valid,L4,1086,Found,1991,-85.16247,-94.56929
Rooikop 001,22652,Valid,H5,1039,Found,1991,-23.08333,14.715
Acfer 211,219,Valid,H3.9,1009,Found,1991,27.46472,3.78167
Tahara,23784,Valid,H4/5,1000,Fell,1991,34.72,137.305
Acfer 246,254,Valid,L6,923,Found,1991,27.69222,3.32167
Pecora Escarpment 91018,18309,Valid,L6,909.5,Found,1991,-85.6884,-68.34108
Rooikop 002,22653,Valid,L5,903,Found,1991,-23.08333,14.715
Rooikop 003,22654,Valid,L4/5,902,Found,1991,-23.08333,14.715
Aguemour 005,404,Valid,H5,859,Found,1991,27.43583,4.63861
Sinawan 002,23608,Valid,H5,820,Found,1991,30.91667,11.78333
Acfer 221,229,Valid,H5/6,812,Found,1991,27.5325,3.81361
LaPaz Icefield 91900,12729,Valid,Diogenite,786.9,Found,1991,-86.36667,-70
Old Homestead 001,18005,Valid,Howardite,783,Found,1991,-31.16667,127.75
Glatton,10930,Valid,L6,767,Fell,1991,52.45972,-0.3
Acfer 268,276,Valid,LL4-6,764,Found,1991,27.51389,3.87528
Wisconsin Range 91605,24295,Valid,L4,748.6,Found,1991,-86.54488,-123.84895
Acfer 205,213,Valid,H5,746,Found,1991,27.7375,4.32806
Tanezrouft 012,23813,Valid,H6,736,Found,1991,25.43694,0.49389
Acfer 232,240,Valid,H5,725,Found,1991,27.73944,4.32833
Acfer 210,218,Valid,H3.7,720,Found,1991,27.49722,3.87028
Pecora Escarpment 91022,18313,Valid,L6,718.2,Found,1991,-85.68836,-68.34038
Pecora Escarpment 91025,18316,Valid,H5,711,Found,1991,-85.68969,-68.57879
Pecora Escarpment 91026,18317,Valid,H6,702,Found,1991,-85.60151,-68.46095
Acfer 237,245,Valid,H3,673,Found,1991,27.49167,3.83278
Thiel Mountains 91709,23937,Valid,L4,660.1,Found,1991,-85.16204,-94.55162
Pecora Escarpment 91001,18292,Valid,L4,622.6,Found,1991,-85.68251,-68.20314
Acfer 234,242,Valid,"Iron, IAB-ung",621,Found,1991,27.50111,4.09861
Tanezrouft 025,23826,Valid,L6,621,Found,1991,25.44028,0.07528
Patuxent Range 91502,18121,Valid,L4,620.4,Found,1991,-84.78978,-62.2733
Pecora Escarpment 91024,18315,Valid,L6,616.9,Found,1991,-85.63333,-68.7
Acfer 214,222,Valid,CH3,612,Found,1991,27.69,4.37861
Pecora Escarpment 91028,18319,Valid,L5,594.2,Found,1991,-85.69602,-68.99328
Wisconsin Range 91601,24291,Valid,LL5,587.7,Found,1991,-86.52222,-123.79341
Tanezrouft 018,23819,Valid,L6,576,Found,1991,24.73444,0.20139
El Atchane 007,7784,Valid,L6,538,Found,1991,29.71,4.19028
Muckera 016,16836,Valid,L4,538,Found,1991,-30.21333,129.87333
Pecora Escarpment 91040,18331,Valid,H5,528.9,Found,1991,-85.67764,-69.06243
Acfer 213,221,Valid,L6,526,Found,1991,27.68111,4.30694
Pecora Escarpment 91021,18312,Valid,L6,522.1,Found,1991,-85.68853,-68.33784
Pecora Escarpment 91038,18329,Valid,LL4,521.3,Found,1991,-85.68694,-68.77006
Pecora Escarpment 91027,18318,Valid,L5,521.2,Found,1991,-85.65518,-68.86379
Acfer 266,274,Valid,L6,518,Found,1991,27.72722,4.17056
Thiel Mountains 91710,23938,Valid,L5,514.7,Found,1991,-85.16103,-94.55959
Acfer 208,216,Valid,LL5,510,Found,1991,27.50472,3.88194
Pecora Escarpment 91041,18332,Valid,H5,502.6,Found,1991,-85.66692,-68.14338
Wisconsin Range 91612,24302,Valid,L6,501,Found,1991,-86.47899,-123.42924
Yarle Lakes 002,30354,Valid,H4/5,500,Found,1991,-30.36417,131.3745
Pecora Escarpment 91039,18330,Valid,L6,492.7,Found,1991,-85.68277,-68.84151
Thiel Mountains 91712,23940,Valid,L4,491.5,Found,1991,-85.15794,-94.56984
Noblesville,16985,Valid,H4-6,483.7,Fell,1991,40.08528,-86.055
Acfer 209,217,Valid,CR2,475,Found,1991,27.50472,3.88194
Muckera 017,16837,Valid,L5,472,Found,1991,-30.21083,129.96833
Cook 011,5430,Valid,L3-5,471,Found,1991,-30.23433,130.60067
Patuxent Range 91503,18122,Valid,L6,463.9,Found,1991,-84.96584,-67.50881
Acfer 235,243,Valid,H5,461,Found,1991,27.51889,4.01667
Pecora Escarpment 91047,18338,Valid,L6,442.2,Found,1991,-85.63333,-68.7
Wisconsin Range 91622,24312,Valid,H5,440.9,Found,1991,-86.51327,-122.92858
Acfer 263,271,Valid,L6,438,Found,1991,27.69111,4.3375
Pecora Escarpment 91054,18345,Valid,L6,437.9,Found,1991,-85.6946,-68.64606
Muckera 018,16838,Valid,L6,432,Found,1991,-30.34533,130.1
Acfer 275,283,Valid,H5-6,429,Found,1991,27.63361,4.17306
Seemore Downs 001,23475,Valid,L/LL4,429,Found,1991,-30.58333,125.21667
Pecora Escarpment 91032,18323,Valid,L5,426.6,Found,1991,-85.69123,-69.05888
Pecora Escarpment 91033,18324,Valid,L5,419.2,Found,1991,-85.67545,-68.40593
Pecora Escarpment 91031,18322,Valid,H6,418.6,Found,1991,-85.68501,-68.76003
Acfer 286,294,Valid,H6,407,Found,1991,27.79472,4.16722
Acfer 248,256,Valid,L3.9/4,402,Found,1991,27.63556,4.02528
Esperance,10052,Valid,L/LL3.4,397,Found,1991,-33.86667,121.91667
Acfer 202,210,Valid,CO3.5,389,Found,1991,27.50889,4.60167
Pecora Escarpment 91057,18348,Valid,L6,386.6,Found,1991,-85.68357,-68.85525
Acfer 250,258,Valid,H6,382,Found,1991,27.55139,3.74194
Tanezrouft 015,23816,Valid,H4-5,380,Found,1991,25.43667,0.48806
Pecora Escarpment 91071,18362,Valid,H5,376,Found,1991,-85.68025,-68.66945
Pecora Escarpment 91044,18335,Valid,L5,375,Found,1991,-85.68773,-68.90424
Pecora Escarpment 91043,18334,Valid,H5,367.8,Found,1991,-85.56014,-68.35152
Hughes 006,11930,Valid,H5,367,Found,1991,-30.57,129.31467
Pecora Escarpment 91029,18320,Valid,L6,365.7,Found,1991,-85.67981,-68.69615
Pecora Escarpment 91051,18342,Valid,H5,365.7,Found,1991,-85.61264,-68.21796
Tanezrouft 014,23815,Valid,H4,365,Found,1991,25.46306,0.70444
Acfer 194,202,Valid,H5,361,Found,1991,27.49944,3.68889
Pecora Escarpment 91048,18339,Valid,L6,352.6,Found,1991,-85.63333,-68.7
Pecora Escarpment 91060,18351,Valid,L5,352.4,Found,1991,-85.68265,-68.74337
Patuxent Range 91504,18123,Valid,L6,350.4,Found,1991,-84.96515,-67.48303
Tanezrouft 017,23818,Valid,H5,347,Found,1991,24.71861,0.20833
Acfer 240,248,Valid,L6,342,Found,1991,27.49833,3.69444
Pecora Escarpment 91034,18325,Valid,H6,341,Found,1991,-85.68851,-69.01713
Tanezrouft 036,23837,Valid,H5,338,Found,1991,25.49972,0.66194
Pecora Escarpment 91030,18321,Valid,L5,334.5,Found,1991,-85.68565,-68.9372
Acfer 222,230,Valid,H5/6,334,Found,1991,27.54194,3.82778
Hughes 024,11948,Valid,L5,333,Found,1991,-30.53367,129.42417
Pecora Escarpment 91062,18353,Valid,L6,332,Found,1991,-85.69288,-67.6487
Pecora Escarpment 91075,18366,Valid,L6,331.7,Found,1991,-85.67881,-69.06659
Pecora Escarpment 91058,18349,Valid,L6,330.4,Found,1991,-85.67655,-68.69519
Reid 013,22568,Valid,Brachinite,330,Found,1991,-30.08333,128.91667
Acfer 229,237,Valid,H5,325,Found,1991,27.82611,4.24611
Acfer 242,250,Valid,L6,318,Found,1991,27.52111,3.77333
Pecora Escarpment 91064,18355,Valid,L6,317,Found,1991,-85.68235,-68.76527
Pecora Escarpment 91056,18347,Valid,L5,314.6,Found,1991,-85.66256,-68.32276
Acfer 238,246,Valid,H4/5,311,Found,1991,27.50361,3.67306
Thiel Mountains 91708,23936,Valid,L4,310.4,Found,1991,-85.16518,-94.54688
Thiel Mountains 91702,23930,Valid,L4,304.7,Found,1991,-85.16222,-94.57527
Hughes 004,11928,Valid,Howardite,304,Found,1991,-30.58517,129.58667
Wisconsin Range 91614,24304,Valid,"Iron, IIIAB",299.7,Found,1991,-86.13479,-123.96556
Pecora Escarpment 91046,18337,Valid,L5,298.7,Found,1991,-85.69281,-69.06862
Acfer 270,278,Valid,CR2,298,Found,1991,27.51861,3.85722
Acfer 216,224,Valid,L6,293,Found,1991,27.59972,4.90361
Acfer 203,211,Valid,H5,292,Found,1991,27.57806,4.36917
Pecora Escarpment 91052,18343,Valid,L6,290.9,Found,1991,-85.69911,-68.96782
